"version_ID","master_ID","publication","publication_year","local_path","DR_group_ID","locality","country","lat","long","mean_date_BP","date_range","SNP_hits","assessment"
"VK482.SG","VK482","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I3864","I3864","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3864.bam","Kazakhstan_MLBA_Solyanka","Solyanka Vodokhranilische, West Kazakhstan","Kazakhstan",50.8,49.95,3562,"1729-1538 calBCE (3345±20 BP, PSUAMS-3183)",379892,"PASS (damage.ds.half=0.046)"
"I2376","I2376","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2376.1240k.bam","Hungary_MN_ALPc_Tiszadob","Tiszadob-Ó-Kenéz","Hungary",48.00363,21.17651,7050,"5300-4900 BCE",386187,"PASS (mtcontam=[0.855,0.932], Xcontam=[0,0.014])"
"VK483.SG","VK483","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I2377","I2377","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I2377.1240k.bam","Hungary_MN_ALPc_Tiszadob","Tiszadob-Ó-Kenéz","Hungary",48.00363,21.17651,7001,"5210-4935 calBCE (6110±40 BP, Poz-83630)",649593,"PASS"
"VK480.SG","VK480","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK481.SG","VK481","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I3861","I3861","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3861.bam","Kazakhstan_MLBA_OyDzhaylau","Oy-Dzhaylau III","Kazakhstan",42.68943333,73.11748333,3695,"1874-1642 calBCE (3435±20 BP, PSUAMS-3115)",397566,"PASS (damage.ds.half=0.046, mtcontam=[0.95,0.966])"
"VK486.SG","VK486","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I3860","I3860","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I3860.bam","Kazakhstan_MLBA_OyDzhaylau_o","Oy-Dzhaylau III","Kazakhstan",42.68943333,73.11748333,3603,"1739-1546 calBCE (3365±20 BP, PSUAMS-2492)",238218,"PASS (damage.ds.half=0.04)"
"VK487.SG","VK487","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"SF11.SG","SF11","GuntherPLoSBiology2018","2018","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"SF12.SG","SF12","GuntherPLoSBiology2018","2018","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I2005_published","I2005","LipsonNature2017","2017","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"VK484.SG","VK484","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK448.SG","VK448","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK449.SG","VK449","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK446.SG","VK446","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I5521","I5521","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I5521_1240k.bam","Germany_BellBeaker","Augsburg","Germany",48.33,10.895,4250,"2800-1800 BCE",673566,"PASS"
"VK444.SG","VK444","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK445.SG","VK445","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK442.SG","VK442","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK443.SG","VK443","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK440.SG","VK440","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"VK441.SG","VK441","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"pcw280.SG","pcw280","LinderholmNatureScientificReports2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Linderholm_SciRep_2020/pcw280_2bams_merged.180521.hs37d5.fa.cons.90perc.bam","Poland_Southeast_BellBeaker.SG","Southeastern Poland, Pełczyska","Poland",50.356111,20.571389,4250,"2500-2100 BCE",247599,"PASS"
"I3778","I3778","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I3778_1240k.bam","Spain_Visigoth_Barcelona","Barcelona, Roda de Ter, L'Esquerda","Spain",41.981377,2.309824,1300,"600-700 CE",28884,"PASS"
"VolgaTatars2.SG","VolgaTatars2","DamgaardScience2018","..","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"CB13.SG","CB13","OlaldeMBE2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_MBE_2015/CB13_SRR1964490.sorted.filtered.bam","Spain_EN.SG","Cova Bonica, Vallirana, Barcelona","Spain",41.37,1.89,7345,"5474-5318 calBCE (6410±30 BP, Beta-384724)",717337,"PASS"
"Muierii2_d","Muierii2","FuNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Fu_Nature_2016/BAM/Muierii2.bam","Romania_Muierii","Muierii 2","Romania",45.11,23.46,33646,"32228-31195 calBCE (29110±190 BP, OxA-16252)",79480,"PASS"
"R70.SG","R70","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R70.bam","Italy_Imperial_o4.SG","ANAS (Azienda Nazionale Autonoma delle Strada)","Italy",41.8336869,12.468561,1750,"100-300 CE",822834,"PASS (literature)"
"R71.SG","R71","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R71.bam","Italy_Imperial.SG","ANAS (Azienda Nazionale Autonoma delle Strada)","Italy",41.8336869,12.468561,1750,"100-300 CE",685254,"PASS (literature)"
"R72.SG","R72","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R72.bam","Italy_Imperial.SG","ANAS (Azienda Nazionale Autonoma delle Strada)","Italy",41.8336869,12.468561,1750,"100-300 CE",670829,"PASS (literature)"
"R73.SG","R73","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R73.bam","Italy_Imperial.SG","ANAS (Azienda Nazionale Autonoma delle Strada)","Italy",41.8336869,12.468561,1750,"100-300 CE",752470,"PASS (literature)"
"pir001.SG","pir001","ValdioseraPNAS2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Valdiosera_PNAS_2018/pir001.merged.hs37d5.fa.cons.90perc.bam","Spain_BA.SG","Andalusia, Priego de Córdoba","Spain",37.4378,-4.19832,3725,"2100-1450 BCE",164144,"PASS (literature)"
"MDV248.SG","MDV248","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/MDV248.mappedHs37d5.trim2.bam","France_HautsDeFrance_EN.SG","Hauts-de-France (North), Menneville, Derrière le village","France",49.41905,4.00774,6963,"5206-4853 calBCE (6090±30 BP, SacA-5462)",116327,"PASS (literature)"
"R76.SG","R76","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R76.bam","Italy_Imperial.SG","Viale Rossini (Necropoli Salaria)","Italy",41.9206851,12.4894765,1850,"1-200 CE",607422,"PASS (literature)"
"R78.SG","R78","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R78.bam","Italy_Imperial.SG","Viale Rossini (Necropoli Salaria)","Italy",41.9206851,12.4894765,1850,"1-200 CE",815612,"PASS (literature)"
"ANI153","ANI153","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/ANI153.bam","Bulgaria_Varna_C_o2","Varna","Bulgaria",43.2131,27.8644,6434,"4550-4368 calBCE (5657±30 BP, OxA-13692)",23133,"PASS"
"I7177","I7177","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I7177.hg19.bam","Israel_MLBA_lc","Yehud","Israel",32.032436,34.890611,3725,"2000-1550 BCE",5945,"QUESTIONABLE (sexratio=0.034)"
"R136.SG","R136","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R136.bam","Italy_LA.SG","Marcellino & Pietro","Italy",41.8891604,12.500705,1550,"300-500 CE",1017312,"PASS (literature)"
"GRG052","GRG052","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG052.bam","France_MN","Yonne, Gurgy ""les Noisats""","France",47.97,3.56,6450,"5000-4000 BCE",594341,"PASS (literature)"
"R134.SG","R134","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R134.bam","Italy_LA.SG","Marcellino & Pietro","Italy",41.8891604,12.500705,1550,"300-500 CE",827169,"PASS (literature)"
"I12294","I12294","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I12294.bam","Tajikistan_Ksirov_Kushan","Ksirov","Tajikistan",37.41563,68.17371,1958,"51 calBCE - 61 calCE (2020±20 BP, PSUAMS-6160)",375213,"PASS"
"I12293","I12293","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I12293.bam","Tajikistan_Ksirov_Kushan","Ksirov","Tajikistan",37.41563,68.17371,2000,"200 BCE - 100 CE",25750,"PASS (mtcontam=[0.886,0.975])"
"R133.SG","R133","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R133.bam","Italy_LA.SG","Marcellino & Pietro","Italy",41.8891604,12.500705,1550,"300-500 CE",947018,"PASS (literature)"
"R130.SG","R130","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R130.bam","Italy_LA.SG","Marcellino & Pietro","Italy",41.8891604,12.500705,1550,"300-500 CE",919817,"PASS (literature)"
"R131.SG","R131","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R131.bam","Italy_Imperial.SG","Via Paisiello (Necropoli Salaria)","Italy",41.9179937,12.4912439,1850,"1-200 CE",557587,"PASS (literature)"
"I7171","I7171","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I7171.bam","Turkmenistan_Gonur_BA_1_lc","Gonur","Turkmenistan",38.21228,62.03443,4050,"2500-1700 BCE",5439,"PASS"
"I7170","I7170","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I7170.bam","Turkmenistan_Gonur_BA_1_lc","Gonur","Turkmenistan",38.21228,62.03443,3850,"2000-1800 BCE",7636,"PASS"
"I5411","I5411","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5411.bam","Romania_IronGates_Mesolithic","Iron Gates, Schela Cladovei","Romania",44.626111,22.605833,8600,"7000-6300 BCE",716414,"PASS"
"I3324","I3324","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I3324_1240k.bam","Spain_IA_o","Girona, Ullastret, Puig de Sant Andreu","Spain",42.006615,3.078667,2223,"359-172 calBCE (2190±20 BP, PSUAMS-2159)",247012,"PASS"
"prs006-ALL_DATA.SG","prs006/011","SanchezQuintoPNAS2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/SanchezQuinto_PNAS_2019/prs006-ALL_DATA.hs37d5.fa.cons.90perc.bam","Ireland_Megalithic.SG","Primrose Grange","Ireland",54.2469,-8.55609,5480,"3633-3378 calBCE (4740±30 BP, Beta-446177)",141557,"PASS (literature)"
"UNTA58_68Sk1","UNTA58_68Sk1","MittnikScience2019 (higher coverage version of E09538, first published in OlaldeNature2018)","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mittnik_Science_2019/BAM/UNTA58_68Sk1.bam","Germany_Lech_BellBeaker","Haunstetten-Unterer Talweg 58–62","Germany",48.31611,10.892,4302,"2462-2209 calBCE (3870±30 BP, MAMS-29075)",571422,"QUESTIONABLE (Xcontam=[0.013,0.029])"
"PECH5.SG","PECH5","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/PECH5.mappedHs37.trim2.bam","France_Occitanie_IA2.SG","Occitanie (South), Sigean, Pech Maho","France",43.04563,2.95644,2400,"600-300 BCE",52469,"PASS (literature)"
"PECH8.SG","PECH8","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/PECH8.mappedHs37.trim2.bam","France_Occitanie_IA2.SG","Occitanie (South), Sigean, Pech Maho","France",43.04563,2.95644,2400,"600-300 BCE",146166,"PASS (literature)"
"I4383","I4383","FernandesNatureEcologyEvolution2020","2020","/media/ydiekman/external1/Documents/__MAINZ/data/Fernandes_NEE_2020/BAM/I4383.hg19.bam","Sicily_EBA","Sicily, Vallone Inferno","Italy",37.8724,13.9346,4050,"2600-1400 BCE",15325,"PASS"
"I1179","I1179","HarneyMayNatureCommunications2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Harney_NatCom_2018/I1179.1240K.bam","Israel_C","Upper Galilee, Pki'in","Israel",32.974167,35.331389,5950,"4500-3500 BCE",399485,"PASS"
"I1178","I1178","HarneyMayNatureCommunications2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Harney_NatCom_2018/I1178.1240K.bam","Israel_C","Upper Galilee, Pki'in","Israel",32.974167,35.331389,5950,"4500-3500 BCE",719331,"PASS"
"I4439","I4439","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4439.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,7646,"5769-5628 calBCE (6815±40 BP, PSUAMS-2236)",758805,"PASS"
"I4438","I4438","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4438.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,7248,"5375-5216 calBCE (6335±35 BP, PSUAMS-2235)",757881,"PASS"
"I4435","I4435","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4435.bam","Latvia_MN_o3","Zvejnieki","Latvia",56.2833,25.1333,5972,"4214-3958 calBCE (5210±30 BP, PSUAMS-2232)",729122,"PASS"
"I4434","I4434","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4434.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,7441,"5611-5382 calBCE (6530±35 BP, PSUAMS-2231)",745524,"PASS"
"I4437","I4437","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4437.bam","Latvia_MN","Zvejnieki","Latvia",56.2833,25.1333,6164,"4330-4057 calBCE (5370±30 BP, PSUAMS-2234)",732248,"PASS"
"I4436","I4436","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4436.bam","Latvia_MN_o2","Zvejnieki","Latvia",56.2833,25.1333,6109,"4318-4051 calBCE (5335±30 BP, PSUAMS-2233)",751632,"PASS (Xcontam=[0.005,0.012])"
"I1177_published","I1177","HarneyMayNatureCommunications2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Harney_NatCom_2018/I1177.1240K.bam","Israel_C_published","Upper Galilee, Pki'in","Israel",32.974167,35.331389,5950,"4500-3500 BCE",89076,"PASS"
"I4432","I4432","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4432.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,7958,"6072-5920 calBCE (7140±40 BP, PSUAMS-2230)",746654,"PASS"
"R1549.SG","R1549","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R1549.bam","Italy_Imperial.SG","Monterotondo","Italy",42.0659019,12.5866474,1814,"27 BCE - 300 CE",783665,"PASS (literature)"
"DA195.SG","DA195","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA195.sort.rmdup.realign.md.bam","Hungary_IA_Scythian.SG","..","Hungary",46.34444444,20.1625,2572,"772-423 calBCE (2479±35 BP, UBA-33597)",536402,"PASS (literature)"
"GRG057","GRG057","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG057.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)","France",47.97,3.56,6615,"4786-4547 calBCE (5815±45 BP, Lyon-4449, SacA-8632)",525978,"PASS (literature)"
"I5385","I5385","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I5385_1240k.bam","Scotland_BellBeaker","Scotland, Wick, Achavanich","Great Britain",58.364762,-3.403508,4230,"2454-2146 calBCE (3827±33 BP, SUERC-71005)",543435,"PASS"
"MK5009","MK5009","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/MK5009.A0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_North_Caucasus","Piedmont, Mar'inskaja 5","Russia",43.905354,43.521883,4705,"2879-2631 calBCE (4160±30 BP, MAMS-110549)",427531,"PASS (literature)"
"Klei10.SG","Klei10","HofmanovaPNAS2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Hofmanova_PNAS_2016/Klei10.join.hg19.Mkdup.len.all_merged.len.realn.RG1_Hiseq.bam","Greece_LN_2.SG","Kleitos","Greece",40.4317,21.8588,6348,"4446-4351 calBCE (5559±22 BP, MAMS-23038)",1038456,"PASS (literature)"
"I5382","I5382","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I5382_1240k.bam","England_BellBeaker","England, County Durham, Stockton-on-Tees, Windmill Fields","Great Britain",54.522812,-1.308134,4070,"2282-1980 calBCE (3725±40 BP, OxA-8728)",321701,"PASS"
"I5383","I5383","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I5383_1240k.bam","England_LBA_lowEEF","England, North Yorkshire, Ingleton, Raven Scar Cave","Great Britain",54.155105,-2.472049,2945,"1090-900 BCE",291948,"PASS"
"RISE247.SG","RISE247","AllentoftNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Allentoft_Nature_2015/BAM/RISE247.hg19.flt.sort.rmdup.realign.md.bam","Hungary_MBA_Vatya.SG","Százhalombatta-Földvár","Hungary",47.327,18.962,3607,"1743-1544 calBCE (3372±29 BP, OxA-29769)",233887,"PASS (literature)"
"I7411","I7411","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I7411.bam","Uzbekistan_Dzharkutan_BA_1","Dzharkutan","Uzbekistan",37.75,67,3542,"1681-1533 calBCE (3335±20 BP, PSUAMS-3227)",719490,"PASS"
"DA191.SG","DA191","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA191.sort.rmdup.realign.md.bam","Hungary_IA_Scythian.SG","..","Hungary",47.55944444,20.70805556,2472,"749-397 calBCE (2409±37 BP, UBA-33595)",478541,"PASS (literature)"
"I1281","I1281","MathiesonNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1281.1240k.bam","Spain_C","Burgos, Atapuerca, El Mirador Cave","Spain",42.33333333,-3.5,4653,"2867-2573 calBCE (4110±30 BP, Beta-416458)",623901,"PASS"
"I1280","I1280","MathiesonNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1280.1240k.bam","Spain_C","Burgos, Atapuerca, El Mirador Cave","Spain",42.33333333,-3.5,4550,"2900-2300 BCE",202133,"PASS"
"I1282","I1282","MathiesonNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1282.1240k.bam","Spain_C","Burgos, Atapuerca, El Mirador Cave","Spain",42.33333333,-3.5,4550,"2900-2300 BCE",68114,"PASS (damage.ds.half=0.042)"
"I1284","I1284","MathiesonNature2015","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1284.1240k.bam","Spain_C","Burgos, Atapuerca, El Mirador Cave","Spain",42.33333333,-3.5,4550,"2900-2300 BCE",123157,"PASS"
"GRG056","GRG056","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG056.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (2 members) (GRG047-GRG056 are 2d/3d rels)","France",47.97,3.56,6450,"5000-4000 BCE",449092,"PASS (literature)"
"I4582","I4582","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4582.bam","Romania_IronGates_Mesolithic","Iron Gates, Ostrovul Corbului","Romania",44.517,22.722,8618,"7026-6470 calBCE (7812±69 BP) [R_combine after marine calibration: (8305±50 BP, OxA-31598); (8300±40 BP, PSUAMS-1749); (8335±45 BP, PSUAMS-1904)]",930179,"PASS"
"DA379_final.SG","DA379","DamgaardScience2018","2018","sample_removed (related)","","","",NA,NA,NA,"",NA,""
"I1770","I1770","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I1770_1240k.bam","England_BellBeaker","England, North Yorkshire, Staxton, Staxton Beacon","Great Britain",54.201949,-0.434355,3950,"2400-1600 BCE",483474,"PASS"
"I1775","I1775","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I1775_1240k.bam","Wales_C_EBA","Wales, North Wales, Llandudno, Great Orme","Great Britain",53.33,-3.84,3563,"1731-1536 calBCE (3344±27 BP, OxA-14308)",410642,"QUESTIONABLE (Xcontam=[0.01,0.074])"
"COL11.SG","COL11","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/COL11.mappedHs37.trim2.bam","France_GrandEst_IA2.SG","Grand-Est (East), Colmar, Jardin des Aubépines","France",48.07935,7.35851,2290,"360-320 BCE",119508,"PASS (literature)"
"I12879","I12879","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I12879_1240k.bam","Spain_IA","Barcelona, Castellví de la Marca, Hort d'en Grimau","Spain",41.3324,1.5943,2429,"725-394 calBCE (2390±30 BP, Beta-495156)",275629,"PASS"
"I1565","I1565","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I1565.1240k.bam","Germany_Blatterhohle_MN_oWHG","Blatterhole Cave","Germany",51.358333,7.551111,5674,"3725-3655 calBCE (4965±15 BP) [R_combine: (4950±30, KIA-45006, Bla8); (4905±25, KIA-45008, Bla9); (5145±30, KIA-45007, Bla11); (4845±35, KIA-37507, Bla24)]",864619,"PASS (mtmatchmax=0.927-0.995, Xcontam=[0.002,0.010])"
"I4655_published","I4655","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4655.bam","Romania_IronGates_Mesolithic_published","Iron Gates, Schela Cladovei","Romania",44.626111,22.605833,8764,"7059-6571 calBCE (7904±93 BP, OxA-8581)",59405,"PASS (literature)"
"I5436","I4654","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I5436.bam","Romania_IronGates_Mesolithic_published_dup.I4654","Iron Gates, Schela Cladovei","Romania",44.626111,22.605833,9025,"7451-6698 calBCE",729326,"PASS"
"I4657_published","I4657","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4657.bam","Serbia_IronGates_Mesolithic_published","Vlasac","Serbia",44.53368,22.05032,11465,"9755-9275 calBCE (9942±66 BP, PSUAMS-2294)",31983,"PASS"
"GoyetQ56-16_published_d","GoyetQ56-16","FuNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Fu_Nature_2016/BAM/GoyetQ56-16.bam","Belgium_UP_GoyetQ56_16_published_lc","Troisieme caverne of Goyet cave","Belgium",50.26,4.28,26300,"24847-24025 calBCE (22100±100 BP, GrA-59991)",9282,"PASS (manual.QC)"
"I1736","I1736","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I1736.bam","Ukraine_N","Vasil'evka","Ukraine",47.434167,35.276389,8110,"6242-6072 calBCE (7320±40 BP, Poz-81154)",650136,"PASS"
"MA968.MA976.SG","Ardu1","SaagCurrentBiology2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Saag_CurBio_2017/MA968.bwa.map.nodup.bam","Estonia_CordedWare.SG","Ardu, Harju","Estonia",59.1,25.37,4652,"2872-2501 calBCE (4110±40 BP, Poz-10824)",540176,"PASS (literature.merge)"
"MA969.SG","Ardu2","SaagCurrentBiology2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Saag_CurBio_2017/MA969.bwa.map.nodup.bam","Estonia_CordedWare.SG_o2","Ardu, Harju","Estonia",59.1,25.37,4652,"2872-2501 calBCE (4110±40 BP, Poz-10824)",634794,"PASS (literature)"
"R1545.SG","R1545","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R1545.bam","Italy_Imperial.SG","Mazzano Romano","Italy",42.1961852,12.3253177,1750,"1-400 CE",948634,"PASS (literature)"
"I6272","I6272","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/I6272.bam","Russia_Caucasus_Maikop_Novosvobodnaya","Klady, Dlinnaya Polyana","Russia",44.385019,40.394588,5081,"3337-2925 calBCE [union of two dates: 3337-3021 calBCE (4460±30 BP, PSUAMS-3905); 3308-2925 calBCE (4420±20 BP, PSUAMS-4251)]",396795,"PASS"
